product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,cat_score,feat_price_attractiveness,product_score,niveau_recommandation
a-collier bracelet bleu,bijoux,130.0,1,1,488,92.91122950819673,1,1.0,0.3991850101321311,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7147017676422689,0.9349487741736098,Priorite haute
a-boucles nkott,bijoux,130.0,1,1,488,92.91122950819673,1,1.0,0.3991850101321311,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7147017676422689,0.9349487741736098,Priorite haute
a-pendentif agate,bijoux,130.0,1,1,488,92.91122950819673,1,1.0,0.3991850101321311,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7147017676422689,0.9349487741736098,Priorite haute
a-parure ambre jade,bijoux,130.0,1,1,488,92.91122950819673,1,1.0,0.3991850101321311,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7147017676422689,0.9349487741736098,Priorite haute
a-boucles florales,bijoux,55.0,1,1,488,92.91122950819673,1,1.0,0.40803710488854367,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7102085566695043,0.9347241136249715,Priorite haute
a-boucles brodées,bijoux,55.0,1,1,488,92.91122950819673,1,1.0,0.40803710488854367,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7102085566695043,0.9347241136249715,Priorite haute
a-bague tanit,bijoux,55.0,1,1,488,92.91122950819673,1,1.0,0.40803710488854367,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7102085566695043,0.9347241136249715,Priorite haute
a-collier agate rouge,bijoux,55.0,1,1,488,92.91122950819673,1,1.0,0.40803710488854367,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7102085566695043,0.9347241136249715,Priorite haute
a-boucles warka,bijoux,55.0,1,1,488,92.91122950819673,1,1.0,0.40803710488854367,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7102085566695043,0.9347241136249715,Priorite haute
a-broche oiseau,bijoux,55.0,1,1,488,92.91122950819673,1,1.0,0.40803710488854367,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.7102085566695043,0.9347241136249715,Priorite haute
a-collier khlel fashion,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-collier stylé,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-collier multicolore,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-boucle arabesque,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
"a-boucles ""face""",bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-collier bariolé,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-boucles d'oreille southnorth,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-couronne délicate,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-boucles dorées,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-collier rouge khomsa,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-collier tanit mosaïque,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-collier rondeur,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-bracelet nemli,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-bracelet fleur,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-manchette atika,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-bracelet tunisie,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-bracelets brodés,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-broche carthaginoise,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-broche elephant,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-foulard khomsa,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-bague argent ciselé,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-bracelet lady,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6597756529560748,0.9347024684392999,Priorite haute
a-parure tissu,bijoux,53.0,1,1,488,92.91122950819673,1,1.0,0.4295630279557617,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6995144533291228,0.9341894084579524,Priorite haute
a-bracelet étoile,bijoux,133.0,1,1,488,92.91122950819673,1,1.0,0.43147389473295805,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6985806752602711,0.9341427195545099,Priorite haute
a-collier bracelet cuir tressé,bijoux,110.0,1,1,488,92.91122950819673,1,1.0,0.18392577945995114,1.0,1.0,bijoux,0.96,True,0.8390456193049876,0.8446475423959017,0.9339460629112913,Priorite haute
a-collier taureau stylisé,bijoux,145.0,1,1,488,92.91122950819673,1,1.0,0.560629433136266,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6407671025339974,0.9337520409181961,Priorite haute
a-collier bleu,bijoux,60.0,1,1,488,92.91122950819673,1,1.0,0.3542222972204987,1.0,1.0,bijoux,0.98,True,0.8390456193049876,0.7384312029512957,0.933635245939061,Priorite haute
a-broche papillon de nuit,bijoux,60.0,1,1,488,92.91122950819673,1,1.0,0.3542222972204987,1.0,1.0,bijoux,0.98,True,0.8390456193049876,0.7384312029512957,0.933635245939061,Priorite haute
a-colliers enfant,bijoux,75.0,1,1,488,92.91122950819673,1,1.0,0.19277787421636375,1.0,1.0,bijoux,0.96,True,0.8390456193049876,0.8383790658901887,0.9336326390860057,Priorite haute
a-collier fleur argent corail,bijoux,135.0,1,1,488,92.91122950819673,1,1.0,0.45299981780017606,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6882313319997436,0.9336252523914835,Priorite haute
a-bague agate argent,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier boules bois,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier pinky,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier rihanna,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-bague bleue,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-parure chechia,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-boucles rondes,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier ethnique,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-manchette personnalisable,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier tortue stylisée,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier fil satin,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-parure pompon pêche,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier ethnic chic,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier afro,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-parure ethnic bleue,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-pendentif 7ob,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-collier double câble,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6371530866901545,0.933571340126004,Priorite haute
a-choker fleuri,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6840638175525797,0.9334168766691253,Priorite haute
a-collier ruche,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6840638175525797,0.9334168766691253,Priorite haute
a-pendentif traditionnel,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6840638175525797,0.9334168766691253,Priorite haute
a-collier chouchen,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6840638175525797,0.9334168766691253,Priorite haute
a-bague corail,bijoux,90.0,1,1,488,92.91122950819673,1,1.0,0.0313334512122288,1.0,1.0,bijoux,0.93,True,0.8390456193049876,0.9696185058523997,0.9326946110841161,Priorite haute
a-boucles ruban,bijoux,150.0,1,1,488,92.91122950819673,1,1.0,0.614444240804311,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6194081992585903,0.9326840957544258,Priorite haute
a-collier grand rond,bijoux,150.0,1,1,488,92.91122950819673,1,1.0,0.614444240804311,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6194081992585903,0.9326840957544258,Priorite haute
a-collier bouquet fleurs,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-bague ajourée,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles triangles,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles rectangulaires,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles argent verre,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier fleuri,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-bracelet personnalisable,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-bague mandarine,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier chat,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-bracelet soie,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier poisson cuivre,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier prénom,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier soleil,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier résine,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-broche cheveux,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles d'oreille silver,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier rosace,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-bague basmala,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles houta,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles peintes,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles d'oreille zlizz,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-bracelet clé,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-parure khomsa,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles pastèque,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier ethnic,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-boucles d'oreille feuille,bijoux,35.0,1,1,488,92.91122950819673,1,1.0,0.6232963355607236,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.6160304672002954,0.932515209151511,Priorite haute
a-collier khella,bijoux,140.0,1,1,488,92.91122950819673,1,1.0,0.506814625468221,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6636516417467506,0.9323962678788338,Priorite haute
a-collier layali,bijoux,140.0,1,1,488,92.91122950819673,1,1.0,0.506814625468221,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6636516417467506,0.9323962678788338,Priorite haute
a-collier rose dégradé,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6597756529560748,0.9322024684393,Priorite haute
a-bague céramique,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6597756529560748,0.9322024684393,Priorite haute
a-broche poisson,bijoux,45.0,1,1,488,92.91122950819673,1,1.0,0.5156667202246337,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6597756529560748,0.9322024684393,Priorite haute
a-bracelet boules,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-bracelet stylisé kholkhal,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-boucles africa,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-collier double khomsa,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-collier arc en ciel,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-bracelet hommes,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-echarpe collier broche,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-bracelet homme,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-col collier,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-collier personnalisé,bijoux,30.0,1,1,488,92.91122950819673,1,1.0,0.6771111432287686,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5962634045080658,0.9315268560168996,Priorite haute
a-bague coquillage,bijoux,125.0,1,1,488,92.91122950819673,1,1.0,0.34537020246408606,1.0,1.0,bijoux,0.97,True,0.8390456193049876,0.7432898381192551,0.9313781776974589,Priorite haute
a-bracelet calligraphié art'cristo,bijoux,28.0,1,1,488,92.91122950819673,1,1.0,0.6986370662959865,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5887072758753461,0.9311490495852636,Priorite haute
a-parure rouge,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6371530866901545,0.931071340126004,Priorite haute
a-bracelets argent,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6371530866901545,0.931071340126004,Priorite haute
a-bracelet cuivre,bijoux,40.0,1,1,488,92.91122950819673,1,1.0,0.5694815278926786,1.0,1.0,bijoux,0.99,True,0.8390456193049876,0.6371530866901545,0.931071340126004,Priorite haute
a-bague filigrane,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.98,True,0.8390456193049876,0.6840638175525797,0.9309168766691253,Priorite haute
a-broche paon,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.98,True,0.8390456193049876,0.6840638175525797,0.9309168766691253,Priorite haute
a-parure khomsa et ambre,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.98,True,0.8390456193049876,0.6840638175525797,0.9309168766691253,Priorite haute
a-pendentif corail argent,bijoux,50.0,1,1,488,92.91122950819673,1,1.0,0.46185191255658864,1.0,1.0,bijoux,0.98,True,0.8390456193049876,0.6840638175525797,0.9309168766691253,Priorite haute
a-collier turquoise yakouta,bijoux,160.0,1,1,488,92.91122950819673,1,1.0,0.722073856140401,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5806951870468846,0.9307484451438405,Priorite haute
a-bijoux corail agate,bijoux,100.0,1,1,488,92.91122950819673,1,1.0,0.07629616412386117,1.0,1.0,bijoux,0.93,True,0.8390456193049876,0.9291122957908444,0.9306693005810384,Priorite haute
a-pendentif papillon,bijoux,25.0,1,1,488,92.91122950819673,1,1.0,0.7309259508968136,1.0,1.0,bijoux,1.0,True,0.8390456193049876,0.5777254650794784,0.9305999590454702,Priorite haute
